Crash ID,Crash Death Count,Crash Month,Latitude,Longitude,Person Age,Person Alcohol Result,Person Blood Alcohol Content Test Result,Person Type
16892922,0,2,29.76976715,-96.0449437,25,No Data,No Data,1 - DRIVER
16892922,0,2,29.76976715,-96.0449437,75,No Data,No Data,1 - DRIVER
16907723,0,2,29.94954659,-96.25521217,26,No Data,No Data,1 - DRIVER
16907723,0,2,29.94954659,-96.25521217,49,No Data,No Data,1 - DRIVER
16907692,0,2,29.9485385,-96.25286384,30,No Data,No Data,1 - DRIVER
16907692,0,2,29.9485385,-96.25286384,36,No Data,No Data,1 - DRIVER
16921239,0,2,29.75226491,-96.27177448,34,No Data,No Data,1 - DRIVER
16892882,0,2,29.94465284,-96.25215062,30,No Data,No Data,1 - DRIVER
16892882,0,2,29.94465284,-96.25215062,16,No Data,No Data,2 - PASSENGER/OCCUPANT
16897302,0,2,29.93182586,-96.17990382,50,No Data,No Data,1 - DRIVER
16893660,0,2,30.02862508,-96.48803467,21,No Data,No Data,1 - DRIVER
16893941,0,2,29.77583235,-96.11656912,36,No Data,No Data,1 - DRIVER
16893941,0,2,29.77583235,-96.11656912,11,No Data,No Data,2 - PASSENGER/OCCUPANT
16893941,0,2,29.77583235,-96.11656912,46,No Data,No Data,1 - DRIVER
16897785,0,2,30.05661329,-96.24948306,25,No Data,No Data,1 - DRIVER
16897785,0,2,30.05661329,-96.24948306,4,No Data,No Data,2 - PASSENGER/OCCUPANT
16913394,0,2,29.76620041,-96.15351389,49,No Data,No Data,1 - DRIVER
16913394,0,2,29.76620041,-96.15351389,33,No Data,No Data,1 - DRIVER
16900924,0,2,29.76301544,-96.19538973,20,No Data,No Data,1 - DRIVER
16900924,0,2,29.76301544,-96.19538973,40,No Data,No Data,1 - DRIVER
16904954,0,2,30.02467896,-96.46840451,19,No Data,No Data,1 - DRIVER
16904987,0,2,29.77178094,-96.06116488,63,No Data,No Data,1 - DRIVER
16904987,0,2,29.77178094,-96.06116488,60,No Data,No Data,2 - PASSENGER/OCCUPANT
16904987,0,2,29.77178094,-96.06116488,58,No Data,No Data,1 - DRIVER
16904987,0,2,29.77178094,-96.06116488,54,No Data,No Data,2 - PASSENGER/OCCUPANT
16904987,0,2,29.77178094,-96.06116488,54,No Data,No Data,1 - DRIVER
16904987,0,2,29.77178094,-96.06116488,19,No Data,No Data,2 - PASSENGER/OCCUPANT
16904987,0,2,29.77178094,-96.06116488,56,No Data,No Data,2 - PASSENGER/OCCUPANT
