CrashID,CrashDeathCount,CrashMonth,Latitude,Longitude,PersonAge,PersonAlcoholResult,PersonBloodAlcoholContentTestResult,PersonType
17331266,0,10,29.60195846,-98.40226841,56,NoData,NoData,1-DRIVER
17332510,0,10,29.60034335,-98.3578885,38,NoData,NoData,1-DRIVER
17332510,0,10,29.60034335,-98.3578885,42,NoData,NoData,1-DRIVER
17332607,0,10,29.50459312,-98.69980971,22,NoData,NoData,1-DRIVER
17332607,0,10,29.50459312,-98.69980971,23,NoData,NoData,1-DRIVER
17332706,0,10,29.60851995,-98.50103623,30,NoData,NoData,1-DRIVER
17332706,0,10,29.60851995,-98.50103623,NoData,NoData,NoData,1-DRIVER
17336779,0,10,29.53622719,-98.68197987,62,NoData,NoData,1-DRIVER
17336779,0,10,29.53622719,-98.68197987,29,NoData,NoData,1-DRIVER
17336780,0,10,29.59097137,-98.59752424,42,NoData,NoData,1-DRIVER
17336780,0,10,29.59097137,-98.59752424,22,NoData,NoData,1-DRIVER
